	Word	PoS		FrCo	Ra	DiDe		LogLike	FrTO	Ra	DiCG
	national	Adj	:	34	4	0.91	-	915.3	255	6	0.85
	nearly	Adv	:	185	4	0.88	+	187.5	87	6	0.88
	need	NoC	%	36	4	0.89	-	941.2	265	6	0.83
	@	@	need	28	4	0.87	-	436.2	150	6	0.80
	@	@	needs	7	4	0.84	-	538.3	114	6	0.87
	need	Verb	%	804	4	0.94	-	135.7	1028	6	0.92
	@	@	need	675	4	0.95	-	53.4	800	6	0.91
	@	@	needed	43	4	0.98	-	112.0	100	6	0.89
	@	@	needing	3	4	0.71	-	12.6	8	6	0.90
	@	@	needs	83	4	0.86	-	31.5	119	6	0.90
	never	Adv	:	978	4	0.98	+	762.3	510	6	0.88
	new	Adj	%	457	4	0.92	-	270.5	709	6	0.87
	@	@	new	454	4	0.93	-	271.0	705	6	0.87
	@	@	newer	2	3	0.58	+	0.0	2	6	0.91
	@	@	newest	1	2	0.42	-	0.9	2	5	0.63
	news	NoC	:	71	4	0.94	-	122.7	143	6	0.65
	next	Ord	:	572	4	0.97	-	6.0	609	6	0.97
	nice	Adj	%	1121	4	0.95	+	2945.1	268	6	0.90
	@	@	nice	1101	4	0.95	+	2901.9	262	6	0.90
	@	@	nicer	18	4	0.87	+	52.9	4	5	0.71
	@	@	nicest	3	4	0.81	+	0.4	2	5	0.66
	night	NoC	%	792	4	0.95	+	1249.2	290	6	0.85
	@	@	night	749	4	0.95	+	1207.4	270	6	0.86
	@	@	nights	43	4	0.86	+	45.6	20	6	0.74
	nine	Num	%	605	4	0.94	+	10.6	556	6	0.90
	@	@	nine	594	4	0.95	+	7.0	554	6	0.90
	@	@	nines	11	4	0.60	+	43.2	1	4	0.62
	nineteen	Num	:	111	4	0.93	-	1515.0	548	6	0.93
	ninety	Num	%	248	4	0.91	-	227.5	423	6	0.79
	@	@	nineties	5	4	0.60	-	17.8	13	6	0.80
	@	@	ninety	243	4	0.91	-	212.8	410	6	0.78
	no	Det	:	1105	4	0.98	+	0.0	1101	6	0.96
	no	Int	:	7830	4	0.99	+	18948.4	2034	6	0.86
	nobody	Pron	:	156	4	0.94	+	7.5	136	6	0.93
	north	NoC	:	36	4	0.95	-	243.9	124	6	0.80
	not	Neg	%	24332	4	0.98	+	20006.6	12442	6	0.97
	@	@	~n~*	836	4	0.91	+	4617.3	46	6	0.79
	@	@	~n't	18418	4	0.97	+	21862.7	7967	6	0.94
	@	@	not	5078	4	0.96	+	222.8	4429	6	0.96
	note	NoC	%	56	4	0.83	-	129.3	124	6	0.88
	@	@	note	36	4	0.90	-	38.0	63	6	0.91
	@	@	notes	20	4	0.69	-	103.8	61	6	0.81
	nothing	Pron	:	521	4	0.96	+	239.5	322	6	0.96
	now	Adv	:	2761	4	0.96	-	26.5	2935	6	0.96
	number	NoC	%	352	4	0.92	-	987.5	834	6	0.96
	@	@	number	299	4	0.91	-	773.8	690	6	0.94
	@	@	numbers	52	4	0.93	-	218.9	144	6	0.89
	O / o	Lett	%	162	4	0.85	-	255.7	319	6	0.88
	@	@	o	155	4	0.86	-	245.4	306	6	0.88
	@	@	o.	6	4	0.66	-	10.2	13	6	0.89
	o'clock	Adv	:	253	4	0.94	+	157.6	143	6	0.87
	obviously	Adv	:	160	4	0.91	-	482.8	389	6	0.93
	of	Prep	:	7989	4	0.98	-	22702.0	19038	6	0.95
	of course	Adv	:	288	4	0.90	-	920.5	717	6	0.92
	off	Adv	:	1243	4	0.96	+	1419.4	549	6	0.91
	off	Prep	:	439	4	0.97	+	195.7	274	6	0.95
	offer	Verb	%	49	4	0.89	-	298.2	160	6	0.79
	@	@	offer	18	4	0.95	-	108.1	58	6	0.84
	@	@	offered	24	4	0.88	-	113.0	70	6	0.56
	@	@	offering	4	4	0.57	-	63.9	22	6	0.89
	@	@	offers	3	4	0.83	-	18.4	9	6	0.75
	office	NoC	%	118	4	0.95	-	210.7	241	6	0.86
	@	@	office	107	4	0.94	-	163.2	209	6	0.85
	@	@	offices	10	4	0.81	-	54.6	31	6	0.86
	officer	NoC	%	21	4	0.68	-	1154.2	264	6	0.80
	@	@	officer	16	4	0.60	-	433.3	121	6	0.85
	@	@	officers	5	4	0.95	-	752.1	143	6	0.74
	often	Adv	:	93	4	0.91	-	297.9	232	6	0.89
	oh	Int	:	9884	4	0.99	+	33062.1	1746	6	0.82
	okay*	Adj	:	115	4	0.86	-	10.7	138	6	0.84
	okay*	Adv	:	618	4	0.71	-	871.6	1177	6	0.81
	old	Adj	%	746	4	0.89	+	237.5	505	6	0.86
	@	@	old	663	4	0.88	+	233.6	438	6	0.87
	@	@	older	77	4	0.91	+	12.2	59	6	0.83
	@	@	oldest	7	4	0.71	-	0.5	8	6	0.80
	on	Adv	:	2618	4	0.95	+	2214.6	1323	6	0.97
	on	Prep	:	5245	4	0.96	-	217.1	5943	6	0.98
	on to	Prep	:	85	4	0.97	-	179.5	183	6	0.91
	once	Adv	:	141	4	0.94	+	43.2	96	6	0.89
	once	Conj	:	120	4	0.94	-	6.8	138	6	0.92
	one	NoC	:	451	4	0.93	+	382.1	228	6	0.91
	one	Num	:	2540	4	0.95	-	581.9	3372	6	0.93
	one	Pron	:	3542	4	0.95	+	2795.4	1841	6	0.94
	only	Adj	:	234	4	0.96	-	2.6	250	6	0.95
	only	Adv	:	1331	4	0.95	+	408.5	907	6	0.98
	ooh	Int	:	917	4	0.88	+	4268.0	87	6	0.70
	open	Adj	:	131	4	0.93	-	27.2	172	6	0.91
	open	Verb	%	196	4	0.90	+	98.2	119	6	0.92
	@	@	open	115	4	0.91	+	96.3	58	6	0.88
	@	@	opened	54	4	0.89	+	12.2	39	6	0.91
	@	@	opening	18	4	0.81	+	4.4	13	6	0.86
	@	@	opens	9	4	0.85	+	0.2	9	6	0.78
	opportunity	NoC	%	15	4	0.79	-	681.3	164	6	0.79
	@	@	opportunities	2	4	0.80	-	235.2	46	6	0.77
	@	@	opportunity	13	4	0.75	-	454.5	118	6	0.80
	or	Conj	:	2800	4	0.97	-	670.7	3738	6	0.96
	order	NoC	%	62	4	0.91	-	349.8	196	6	0.80
	@	@	order	51	4	0.89	-	252.8	152	6	0.80
	@	@	orders	11	4	0.82	-	99.9	43	6	0.77
	other	Adj	:	1016	4	0.99	-	491.9	1517	6	0.97
	other	NoC	%	137	4	0.93	-	94.9	219	6	0.95
	@	@	other	56	4	0.93	-	2.1	62	6	0.90
	@	@	others	81	4	0.92	-	119.2	157	6	0.91
	ought	VMod	:	108	4	0.81	-	13.9	134	6	0.89
	our	Det	:	666	4	0.91	-	2117.8	1655	6	0.91
	out	Adv	:	2846	4	0.99	+	844.0	1954	6	0.94
	out of	Prep	:	509	4	0.97	+	2.2	488	6	0.97
	over	Adv	:	496	4	0.97	+	44.6	407	6	0.96
	over	Prep	:	479	4	0.97	-	55.3	588	6	0.95
	over there	Adv	:	169	4	0.95	+	376.3	48	6	0.91
	own	DetP	:	315	4	0.96	-	273.2	530	6	0.94
	Oxford	NoP	:	14	4	0.69	-	608.8	146	6	0.08
	P / p	Lett	%	224	4	0.91	-	384.1	452	6	0.80
	@	@	P / p	224	4	0.91	-	383.7	452	6	0.80	
	page	NoC	%	90	4	0.92	-	297.7	227	6	0.83
	@	@	page	68	4	0.93	-	268.8	184	6	0.82
	@	@	pages	22	4	0.90	-	34.1	43	6	0.84
	paper	NoC	%	279	4	0.91	-	0.9	289	6	0.92
	@	@	paper	237	4	0.93	+	0.8	229	6	0.92
	@	@	papers	42	4	0.78	-	17.9	61	6	0.90
	pardon	NoC	%	189	4	0.95	+	344.2	63	6	0.83
	@	@	pardon	189	4	0.95	+	346.6	62	6	0.83
	parent	NoC	%	69	4	0.82	-	268.5	185	6	0.77
	@	@	parent	8	4	0.72	-	111.5	40	6	0.75
	@	@	parents	61	4	0.79	-	173.5	146	6	0.77
	part	NoC	%	187	4	0.96	-	1007.5	576	6	0.97
	@	@	part	156	4	0.95	-	885.7	491	6	0.96
	@	@	parts	32	4	0.87	-	123.9	85	6	0.92
	particular	Adj	:	35	4	0.84	-	1294.9	328	6	0.90
	particularly	Adv	:	36	4	0.95	-	768.2	234	6	0.86
	party	NoC	%	138	4	0.95	-	455.9	348	6	0.87
	@	@	parties	12	4	0.84	-	133.6	52	6	0.86
	@	@	party	126	4	0.94	-	340.8	296	6	0.86
	pass	Verb	%	121	4	0.91	-	15.3	149	6	0.95
	@	@	pass	68	4	0.92	-	0.1	70	6	0.93
	@	@	passed	43	4	0.89	-	8.3	56	6	0.94
	@	@	passes	3	3	0.35	-	6.2	6	6	0.79
	@	@	passing	7	4	0.77	-	24.9	18	6	0.85
	past	Prep	:	270	4	0.95	+	428.5	98	6	0.83
	Paul	NoP	:	158	4	0.69	+	106.6	87	6	0.74
	pay	Verb	%	681	4	0.90	+	113.4	517	6	0.92
	@	@	paid	189	4	0.88	+	28.6	145	6	0.89
	@	@	pay	368	4	0.90	+	78.9	268	6	0.91
	@	@	payed	1	3	0.59	-	1.3	2	4	0.52
	@	@	paying	106	4	0.85	+	8.4	88	6	0.94
	@	@	pays	18	4	0.85	+	2.3	14	6	0.88
	pension	NoC	%	38	4	0.59	-	243.7	127	6	0.72
	@	@	pension	35	4	0.58	-	129.9	92	6	0.70
	@	@	pensions	3	4	0.68	-	146.0	35	6	0.76
	people	NoC	%	1116	4	0.91	-	3387.5	2725	6	0.95
	@	@	people	1114	4	0.91	-	3358.2	2712	6	0.95
	@	@	peoples	2	4	0.65	-	35.4	12	6	0.74
	percent	NoC	:	81	4	0.77	-	805.8	337	6	0.83
	perhaps	Adv	:	247	4	0.88	-	668.9	579	6	0.92
	period	NoC	%	25	4	0.81	-	670.2	189	6	0.87
	@	@	period	23	4	0.79	-	616.1	171	6	0.85
	@	@	periods	3	4	0.76	-	54.5	17	6	0.90
	person	NoC	%	155	4	0.83	-	301.8	325	6	0.91
	@	@	person	153	4	0.82	-	254.1	306	6	0.92
	@	@	persons	2	3	0.65	-	78.7	19	6	0.77
	phone	NoC	%	190	4	0.88	+	70.1	124	6	0.86
	@	@	phone	181	4	0.88	+	64.4	119	6	0.86
	@	@	phones	9	4	0.77	+	6.4	5	6	0.74
	phone	Verb	%	204	4	0.86	+	455.1	57	6	0.85
	@	@	phone	89	4	0.81	+	168.8	29	6	0.87
	@	@	phoned	93	4	0.92	+	268.9	20	6	0.89
	@	@	phones	5	4	0.68	+	10.9	1	4	0.63
	@	@	phoning	17	4	0.74	+	20.7	7	6	0.61
	pick	Verb	%	362	4	0.98	+	161.2	226	6	0.96
	@	@	pick	224	4	0.98	+	117.2	134	6	0.94
	@	@	picked	79	4	0.88	+	19.2	57	6	0.90
	@	@	picking	42	4	0.92	+	14.0	28	6	0.92
	@	@	picks	17	4	0.86	+	18.3	8	6	0.86
	picture	NoC	%	142	4	0.96	+	6.3	124	6	0.91
	@	@	picture	95	4	0.99	+	1.2	88	6	0.88
	@	@	pictures	47	4	0.89	+	8.4	36	6	0.86
	piece	NoC	%	194	4	0.89	+	16.1	161	6	0.86
	@	@	piece	132	4	0.89	+	8.6	112	6	0.85
	@	@	pieces	62	4	0.86	+	8.0	49	6	0.84
	place	NoC	%	376	4	0.97	-	76.0	491	6	0.95
	@	@	place	309	4	0.96	-	38.7	383	6	0.95
	@	@	places	66	4	0.93	-	49.5	108	6	0.92
	plan	NoC	%	32	4	0.83	-	1307.8	322	6	0.76
	@	@	plan	19	4	0.80	-	1103.3	248	6	0.74
	@	@	plans	13	4	0.86	-	224.6	74	6	0.83
	planning	NoC	:	8	4	0.66	-	759.8	155	6	0.73
	play	Verb	%	560	4	0.94	+	550.7	266	6	0.87
	@	@	play	298	4	0.95	+	378.5	124	6	0.89
	@	@	played	79	4	0.91	+	11.0	61	6	0.82
	@	@	playing	165	4	0.94	+	213.7	68	6	0.86
	@	@	plays	19	4	0.79	+	7.6	12	6	0.83
	please	Adv	:	495	4	0.91	+	343.8	269	6	0.81
	plus	Prep	:	89	4	0.87	-	86.1	154	6	0.81
	point	NoC	%	291	4	0.81	-	2245.7	1059	6	0.85
	@	@	point	258	4	0.79	-	1800.0	896	6	0.85
	@	@	points	32	4	0.67	-	462.2	164	6	0.84
	police	NoC	:	77	4	0.92	-	507.9	260	6	0.86
	policy	NoC	%	12	4	0.77	-	2555.7	464	6	0.70
	@	@	policies	4	4	0.73	-	493.6	94	6	0.70
	@	@	policy	9	4	0.63	-	2064.4	369	6	0.70
	position	NoC	%	28	4	0.93	-	777.5	215	6	0.85
	@	@	position	26	4	0.91	-	728.4	201	6	0.84
	@	@	positions	2	4	0.73	-	49.1	13	6	0.94
	possible	Adj	:	52	4	0.86	-	496.2	212	6	0.87
	possibly	Adv	:	39	4	0.85	-	215.9	121	6	0.93
	pound	NoC	%	796	4	0.90	-	84.3	969	6	0.77
	@	@	pound	490	4	0.87	+	568.5	215	6	0.85
	@	@	pounds	306	4	0.92	-	954.5	754	6	0.72
	power	NoC	%	42	4	0.79	-	665.3	226	6	0.86
	@	@	power	40	4	0.78	-	511.2	191	6	0.86
	@	@	powers	1	3	0.57	-	178.8	35	6	0.79
	president	NoC	%	5	4	0.79	-	672.4	129	6	0.68
	@	@	president	5	4	0.73	-	655.2	125	6	0.68
	@	@	presidents	0	1	0.00	-	17.5	4	3	0.34
	pressure	NoC	%	28	4	0.84	-	316.3	123	6	0.90
	@	@	pressure	27	4	0.83	-	229.7	103	6	0.90
	@	@	pressures	1	1	0.00	-	108.3	20	6	0.84
	price	NoC	%	133	4	0.89	-	84.3	209	6	0.80
	@	@	price	100	4	0.87	-	27.9	136	6	0.80
	@	@	prices	33	4	0.95	-	74.2	73	6	0.77
	probably	Adv	:	686	4	0.97	+	123.1	515	6	0.97
	problem	NoC	%	228	4	0.93	-	1629.2	800	6	0.92
	@	@	problem	167	4	0.93	-	735.7	471	6	0.94
	@	@	problems	61	4	0.88	-	965.1	329	6	0.88
	process	NoC	%	9	4	0.55	-	691.2	145	6	0.86
	@	@	process	8	4	0.53	-	578.8	125	6	0.84
	@	@	processes	0	1	0.00	-	117.4	20	6	0.85
	produce	Verb	%	14	4	0.85	-	990.7	212	6	0.86
	@	@	produce	6	4	0.88	-	467.2	98	6	0.85
	@	@	produced	4	4	0.72	-	326.8	69	6	0.87
	@	@	produces	1	2	0.36	-	69.8	14	6	0.81
	@	@	producing	3	4	0.70	-	128.7	31	6	0.87
	product	NoC	%	6	4	0.70	-	846.2	160	6	0.75
	@	@	product	2	3	0.58	-	536.4	97	6	0.68
	@	@	products	3	3	0.53	-	313.0	64	6	0.83
	programme	NoC	%	85	4	0.87	-	264.7	209	6	0.76
	@	@	programme	70	4	0.88	-	218.7	173	6	0.78
	@	@	programmes	15	4	0.79	-	46.0	37	6	0.63
	project	NoC	%	22	4	0.68	-	613.3	168	6	0.88
	@	@	project	19	4	0.66	-	424.2	128	6	0.86
	@	@	projects	2	3	0.62	-	200.6	41	6	0.86
	proposal	NoC	%	2	3	0.47	-	777.8	135	6	0.74
	@	@	proposal	2	3	0.46	-	291.7	55	6	0.68
	@	@	proposals	0	2	0.42	-	492.5	80	6	0.76
	provide	Verb	%	24	4	0.85	-	1175.5	277	6	0.87
	@	@	provide	12	4	0.70	-	600.2	140	6	0.89
	@	@	provided	5	4	0.79	-	256.6	61	6	0.84
	@	@	provides	1	3	0.57	-	100.0	22	6	0.87
	@	@	providing	6	4	0.82	-	219.9	55	6	0.85
	public	Adj	:	11	4	0.97	-	759.4	164	6	0.85
	pull	Verb	%	187	4	0.96	+	125.1	104	6	0.87
	@	@	pull	94	4	0.92	+	58.1	53	6	0.89
	@	@	pulled	49	4	0.91	+	25.5	29	6	0.80
	@	@	pulling	33	4	0.88	+	27.1	17	6	0.81
	@	@	pulls	11	4	0.78	+	18.9	4	6	0.89
	put	Verb	%	2361	4	0.93	+	1084.0	1462	6	0.95
	@	@	put	2168	4	0.93	+	1181.1	1278	6	0.94
	@	@	puts	41	4	0.91	+	9.0	30	6	0.86
	@	@	putting	152	4	0.92	-	0.0	154	6	0.95
	quality	NoC	%	28	4	0.79	-	468.7	156	6	0.82
	@	@	qualities	1	3	0.57	-	24.0	8	6	0.87
	@	@	quality	27	4	0.78	-	444.7	148	6	0.81
	quarter	NoC	%	155	4	0.95	+	20.6	122	6	0.82
	@	@	quarter	139	4	0.94	+	45.1	93	6	0.84
	@	@	quarters	16	4	0.92	-	15.4	28	6	0.72
	question	NoC	%	155	4	0.84	-	1689.0	674	6	0.90
	@	@	question	94	4	0.83	-	1259.6	459	6	0.89
	@	@	questions	61	4	0.86	-	443.2	216	6	0.92
	quick	Adj	%	131	4	0.94	+	56.6	83	6	0.93
	@	@	quick	122	4	0.94	+	71.0	70	6	0.93
	@	@	quicker	9	4	0.91	-	0.0	9	6	0.87
	@	@	quickest	0	1	0.00	-	9.4	3	6	0.81
	quid	NoC	%	214	4	0.86	+	859.8	28	6	0.84
	@	@	quid	212	4	0.86	+	854.6	28	6	0.83
	quite	Adv	:	897	4	0.96	-	161.5	1155	6	0.97
	R / r	Lett	%	113	4	0.79	-	97.8	190	6	0.92
	@	@	r	109	4	0.78	-	95.4	184	6	0.91
	@	@	r.	4	4	0.76	-	2.5	6	6	0.75
	raise	Verb	%	16	4	0.68	-	610.8	152	6	0.88
	@	@	raise	8	4	0.61	-	224.0	62	6	0.86
	@	@	raised	5	4	0.92	-	302.6	67	6	0.87
	@	@	raises	1	2	0.36	-	34.5	8	6	0.82
	@	@	raising	2	3	0.29	-	54.9	16	6	0.83
	rate	NoC	%	48	4	0.88	-	474.9	198	6	0.90
	@	@	rate	32	4	0.88	-	293.5	127	6	0.92
	@	@	rates	16	4	0.85	-	181.9	71	6	0.83
	rather	Adv	:	142	4	0.88	-	160.8	255	6	0.84
	rather than	Prep	:	38	4	0.88	-	309.5	143	6	0.94
	read	Verb	%	310	4	0.97	-	0.3	316	6	0.93
	@	@	read	251	4	0.96	-	2.0	266	6	0.93
	@	@	reading	53	4	0.92	+	5.6	43	6	0.89
	@	@	reads	6	4	0.74	-	0.8	8	6	0.84
	ready	Adj	%	199	4	0.89	+	254.4	82	6	0.94
	@	@	ready	199	4	0.89	+	255.3	82	6	0.94
	real	Adj	:	94	4	0.94	-	82.7	159	6	0.92
	really	Adv	:	2175	4	0.86	+	808.9	1420	6	0.96
	reason	NoC	%	100	4	0.98	-	751.2	360	6	0.92
	@	@	reason	89	4	0.98	-	355.9	242	6	0.93
	@	@	reasons	11	4	0.94	-	491.0	118	6	0.88
	receive	Verb	%	23	4	0.73	-	504.9	152	6	0.88
	@	@	receive	11	4	0.72	-	162.5	57	6	0.93
	@	@	received	8	4	0.63	-	275.3	71	6	0.81
	@	@	receives	0	2	0.42	-	21.7	5	6	0.79
	@	@	receiving	4	4	0.71	-	52.2	19	6	0.80
	reckon	Verb	%	207	4	0.91	+	699.7	36	6	0.84
	@	@	reckon	178	4	0.90	+	616.2	30	6	0.81
	@	@	reckoned	10	4	0.84	+	21.1	3	5	0.73
	@	@	reckons	18	4	0.89	+	70.0	3	6	0.79
	record	NoC	%	66	4	0.84	-	83.1	122	6	0.91
	@	@	record	48	4	0.79	-	67.2	91	6	0.87
	@	@	records	18	4	0.86	-	16.4	31	6	0.87
	record	Verb	%	152	4	0.65	+	186.9	64	6	0.85
	@	@	record	47	4	0.66	+	48.6	21	6	0.80
	@	@	recorded	34	4	0.78	+	7.3	25	6	0.88
	@	@	recording	68	4	0.57	+	172.1	17	6	0.72
	@	@	records	2	3	0.58	+	5.4	1	2	0.26
	red	Adj	%	202	4	0.86	+	323.4	73	6	0.89
	@	@	red	201	4	0.86	+	322.6	73	6	0.89
	refer	Verb	%	9	4	0.84	-	769.5	160	6	0.75
	@	@	refer	5	4	0.82	-	210.1	51	6	0.78
	@	@	referred	1	2	0.36	-	391.1	66	6	0.70
	@	@	referring	3	4	0.76	-	83.6	23	6	0.80
	@	@	refers	1	3	0.67	-	110.3	21	6	0.71
	region	NoC	%	5	4	0.55	-	934.7	174	6	0.74
	@	@	region	4	4	0.60	-	822.7	150	6	0.71
	@	@	regions	1	3	0.42	-	114.4	24	6	0.82
	remember	Verb	%	623	4	0.98	+	79.6	490	6	0.83
	@	@	remember	592	4	0.98	+	84.7	459	6	0.83
	@	@	remembered	21	4	0.93	+	5.5	15	6	0.87
	@	@	remembering	5	4	0.75	-	17.2	12	6	0.82
	@	@	remembers	5	4	0.80	+	0.5	4	6	0.77
	report	NoC	%	28	4	0.65	-	1969.1	425	6	0.84
	@	@	report	19	4	0.64	-	1707.6	350	6	0.83
	@	@	reports	9	4	0.66	-	277.0	75	6	0.86
	resource	NoC	%	7	4	0.72	-	569.2	120	6	0.86
	@	@	resource	2	3	0.42	-	102.5	24	6	0.89
	@	@	resources	5	4	0.69	-	468.1	96	6	0.83
	rest	NoC	%	124	4	0.94	-	7.9	144	6	0.94
	@	@	rest	123	4	0.94	-	7.9	144	6	0.94
	result	NoC	%	24	4	0.91	-	634.2	180	6	0.86
	@	@	result	11	4	0.80	-	484.6	117	6	0.85
	@	@	results	14	4	0.93	-	165.8	63	6	0.86
	Richard	NoP	:	124	4	0.66	+	195.7	45	6	0.76
	right	Adj	%	1160	4	0.95	+	135.8	924	6	0.94
	@	@	right	1160	4	0.95	+	136.2	923	6	0.94
	right	Adv	:	2304	4	0.90	+	29.0	2144	6	0.84
	right	NoC	%	41	4	0.94	-	390.7	165	6	0.88
	@	@	right	33	4	0.90	-	139.8	91	6	0.88
	@	@	rights	8	4	0.80	-	292.3	74	6	0.86
	ring	Verb	%	261	4	0.92	+	329.6	109	6	0.79
	@	@	rang	74	4	0.95	+	199.3	17	6	0.91
	@	@	ring	122	4	0.91	+	94.0	64	6	0.77
	@	@	ringing	21	4	0.86	+	3.8	16	6	0.64
	@	@	rings	12	4	0.81	+	16.5	5	6	0.70
	@	@	rung	31	4	0.71	+	87.5	7	6	0.70
	road	NoC	%	352	4	0.97	-	11.0	393	6	0.92
	@	@	road	328	4	0.97	-	1.3	341	6	0.94
	@	@	roads	24	4	0.92	-	50.1	52	6	0.76
	room	NoC	%	326	4	0.94	+	107.3	219	6	0.92
	@	@	room	301	4	0.93	+	139.5	186	6	0.93
	@	@	rooms	25	4	0.95	-	5.6	33	6	0.83
	round	Adv	:	578	4	0.94	+	445.1	304	6	0.85
	round	Prep	:	326	4	0.94	+	186.4	189	6	0.90
	rule	NoC	%	26	4	0.94	-	331.6	124	6	0.91
	@	@	rule	10	4	0.79	-	198.3	62	6	0.83
	@	@	rules	16	4	0.95	-	138.6	62	6	0.90
	run	Verb	%	353	4	0.98	-	0.6	362	6	0.92
	@	@	ran	49	4	0.91	+	13.0	34	6	0.85
	@	@	run	169	4	0.95	-	3.7	185	6	0.91
	@	@	running	111	4	0.91	-	0.1	114	6	0.95
	@	@	runs	25	4	0.88	-	2.2	30	6	0.86
	S / s	Lett	%	181	4	0.76	-	247.2	343	6	0.92
	@	@	s	175	4	0.75	-	235.3	330	6	0.92
	@	@	s.	6	4	0.82	-	12.1	13	6	0.87
	same	DetP	:	545	4	0.96	-	125.1	723	6	0.95
	Saturday	NoP	%	245	4	0.90	+	353.6	95	6	0.84
	@	@	Saturday	232	4	0.90	+	346.7	88	6	0.85
	@	@	Saturdays	13	4	0.83	+	9.5	7	6	0.57
	save	Verb	%	129	4	0.97	-	3.3	142	6	0.85
	@	@	save	82	4	0.93	-	0.1	84	6	0.87
	@	@	saved	23	4	0.84	-	23.0	39	6	0.66
	@	@	saves	11	4	0.86	+	5.4	7	6	0.81
	@	@	saving	13	4	0.88	+	0.1	12	6	0.80
	say	Verb	%	8230	4	0.96	+	5054.8	4675	6	0.97
	@	@	said	4617	4	0.90	+	9714.3	1363	6	0.95
	@	@	say	2021	4	0.95	-	30.9	2182	6	0.97
	@	@	saying	554	4	0.94	-	6.4	593	6	0.91
	@	@	says	1038	4	0.77	+	828.9	537	6	0.88
	scheme	NoC	%	13	4	0.79	-	804.6	177	6	0.84
	@	@	scheme	10	4	0.71	-	536.2	124	6	0.85
	@	@	schemes	2	3	0.58	-	271.8	54	6	0.80
	school	NoC	%	504	4	0.91	-	26.2	580	6	0.79
	@	@	school	480	4	0.91	+	38.9	398	6	0.80
	@	@	schools	24	4	0.79	-	649.0	182	6	0.68
	second	Ord	:	136	4	0.94	-	260.8	284	6	0.89
	secretary	NoC	%	18	4	0.76	-	619.4	161	6	0.84
	@	@	secretaries	1	4	1.00	-	45.3	11	6	0.72
	@	@	secretary	17	4	0.75	-	574.3	150	6	0.84
	section	NoC	%	27	4	0.79	-	498.2	160	6	0.87
	@	@	section	25	4	0.80	-	381.3	132	6	0.88
	@	@	sections	2	4	0.65	-	126.4	28	6	0.82
	sector	NoC	%	8	4	0.28	-	564.9	121	6	0.52
	@	@	sector	7	4	0.28	-	448.0	98	6	0.56
	@	@	sectors	1	2	0.24	-	117.3	24	5	0.32
	see	Verb	%	3913	4	0.98	+	1240.4	2649	6	0.90
	@	@	saw	286	4	0.95	+	225.3	149	6	0.94
	@	@	see	3079	4	0.98	+	909.9	2116	6	0.88
	@	@	seeing	56	4	0.99	-	2.8	64	6	0.93
	@	@	seen	473	4	0.94	+	195.5	301	6	0.97
	@	@	sees	19	4	0.90	-	0.1	20	6	0.81
	seem	Verb	%	283	4	0.91	-	226.6	467	6	0.91
	@	@	seem	108	4	0.89	-	73.1	172	6	0.92
	@	@	seemed	53	4	0.82	-	5.9	64	6	0.91
	@	@	seems	122	4	0.94	-	166.0	230	6	0.87
	sell	Verb	%	243	4	0.89	+	2.8	227	6	0.83
	@	@	sell	125	4	0.92	+	3.4	112	6	0.79
	@	@	selling	39	4	0.87	-	8.6	52	6	0.74
	@	@	sells	9	4	0.82	+	10.7	4	6	0.73
	@	@	sold	70	4	0.73	+	4.5	59	6	0.85
	send	Verb	%	266	4	0.93	-	4.9	290	6	0.92
	@	@	send	135	4	0.94	-	0.1	138	6	0.93
	@	@	sending	19	4	0.89	-	13.8	31	6	0.90
	@	@	sends	6	4	0.80	-	1.0	7	6	0.82
	@	@	sent	106	4	0.90	-	1.2	113	6	0.88
	sense	NoC	%	42	4	0.86	-	763.2	246	6	0.82
	@	@	sense	41	4	0.85	-	743.7	240	6	0.83
	@	@	senses	1	2	0.29	-	19.6	6	6	0.62
	service	NoC	%	84	4	0.92	-	1676.5	520	6	0.90
	@	@	service	68	4	0.90	-	753.5	298	6	0.95
	@	@	services	16	4	0.89	-	1003.5	222	6	0.83
	set	Verb	%	106	4	0.95	-	407.5	283	6	0.89
	@	@	set	91	4	0.92	-	309.5	232	6	0.89
	@	@	sets	4	4	0.52	-	41.5	16	6	0.86
	@	@	setting	11	4	0.87	-	63.9	35	6	0.82
	settlement	NoC	%	2	3	0.37	-	1066.2	177	6	0.45
	@	@	settlement	2	3	0.37	-	895.5	150	6	0.44
	@	@	settlements	0	0	0.00	-	173.0	27	6	0.48
	seven	Num	%	526	4	0.89	-	21.0	595	6	0.91
	@	@	seven	521	4	0.89	-	23.6	594	6	0.91
	@	@	sevens	5	4	0.82	+	18.6	1	3	0.50
	seventy	Num	%	148	4	0.88	-	168.0	266	6	0.81
	@	@	seventies	8	4	0.72	-	19.0	18	6	0.82
	@	@	seventy	140	4	0.87	-	150.3	248	6	0.80
	shall	VMod	%	392	4	0.87	+	319.6	201	6	0.91
	@	@	sha~	29	4	0.70	+	92.4	5	6	0.86
	@	@	shall	363	4	0.88	+	260.2	196	6	0.91
	she	Pron	%	9544	4	0.97	+	30651.8	1786	6	0.90
	@	@	'er	3	1	0.00	+	21.6	0	0	0.00
	@	@	her	1531	4	0.97	+	4740.9	301	6	0.94
	@	@	she	8010	4	0.97	+	25899.0	1485	6	0.89
	shit	NoC	%	162	4	0.67	+	1036.9	4	6	0.62
