	Word	PoS		FrIm	Ra	DiIm		LL    	FrIn	Ra	DiIn
	@	@	selling	22	19	0.92	-	278.9	48	71	0.94
	@	@	sells	3	16	0.86	-	130.2	11	70	0.89
	@	@	sold	40	19	0.93	-	693.0	99	71	0.94
	send	Verb	%	313	19	0.97	+	384.2	230	71	0.96
	@	@	send	94	19	0.96	+	115.9	69	71	0.95
	@	@	sending	37	19	0.95	+	88.5	23	71	0.94
	@	@	sends	7	19	0.91	+	0.0	6	69	0.91
	@	@	sent	176	19	0.96	+	198.0	131	71	0.96
	sense	NoC	%	215	19	0.96	-	44.0	242	71	0.94
	@	@	sense	188	19	0.96	-	105.9	227	71	0.94
	@	@	senses	27	19	0.88	+	122.6	15	70	0.86
	series	NoC	:	33	19	0.93	-	3101.1	188	71	0.95
	serve	Verb	%	95	19	0.95	-	882.7	190	71	0.96
	@	@	serve	29	19	0.93	-	357.6	64	71	0.95
	@	@	served	48	19	0.95	-	166.1	75	71	0.93
	@	@	serves	4	19	0.86	-	321.9	21	71	0.93
	@	@	serving	14	19	0.92	-	170.1	30	71	0.94
	service	NoC	%	101	19	0.92	-	12677.6	695	71	0.94
	@	@	service	79	19	0.92	-	5344.4	372	71	0.95
	@	@	services	22	19	0.90	-	7821.8	324	71	0.93
	set	Verb	%	305	19	0.97	-	796.1	450	71	0.98
	@	@	set	271	19	0.97	-	442.9	370	71	0.98
	@	@	sets	6	19	0.87	-	419.0	28	71	0.95
	@	@	setting	28	19	0.94	-	192.3	52	71	0.97
	several	DetP	:	176	19	0.95	-	698.8	282	71	0.97
	shake	Verb	%	389	19	0.96	+	14029.4	28	71	0.93
	@	@	shake	34	19	0.94	+	613.2	8	69	0.92
	@	@	shaken	21	19	0.91	+	341.8	5	68	0.93
	@	@	shakes	6	19	0.76	+	81.4	2	46	0.88
	@	@	shaking	72	19	0.95	+	2456.8	6	66	0.92
	@	@	shook	256	19	0.95	+	11796.5	7	64	0.89
	shall	VMod	%	300	19	0.94	+	1063.0	173	71	0.87
	@	@	sha~	18	19	0.93	+	747.2	1	28	0.78
	@	@	shall	282	19	0.94	+	821.8	173	71	0.87
	share	NoC	%	27	19	0.88	-	4122.1	212	71	0.87
	@	@	share	20	19	0.92	-	1670.2	106	71	0.87
	@	@	shares	7	18	0.69	-	2559.5	106	71	0.84
	she	Pron	%	18233	19	0.94	+	635930.1	1426	71	0.92
	@	@	'er	8	11	0.63	+	297.6	1	6	0.20
	@	@	her	4334	19	0.94	+	160981.2	286	71	0.92
	@	@	she	13891	19	0.95	+	475282.1	1140	71	0.92
	short	Adj	%	194	19	0.98	-	12.1	207	71	0.97
	@	@	short	181	19	0.98	-	0.2	183	71	0.97
	@	@	shorter	11	19	0.93	-	82.8	21	71	0.94
	@	@	shortest	2	14	0.79	-	16.7	4	65	0.91
	should	VMod	:	855	19	0.98	-	1392.8	1170	71	0.96
	shoulder	NoC	%	319	19	0.96	+	9231.8	37	69	0.91
	@	@	shoulder	160	19	0.96	+	4425.0	20	68	0.90
	@	@	shoulders	159	19	0.95	+	4820.7	17	68	0.89
	shout	Verb	%	195	19	0.92	+	5362.5	25	71	0.92
	@	@	shout	23	19	0.93	+	413.7	5	67	0.90
	@	@	shouted	119	19	0.91	+	4131.4	9	70	0.89
	@	@	shouting	48	19	0.91	+	1008.3	9	69	0.91
	@	@	shouts	5	17	0.78	+	84.4	1	41	0.84
	show	Verb	%	366	19	0.98	-	2894.2	697	71	0.95
	@	@	show	147	19	0.97	-	152.8	190	71	0.97
	@	@	showed	110	19	0.96	-	6.5	117	71	0.93
	@	@	showing	52	19	0.97	-	55.3	67	71	0.96
	@	@	shown	43	19	0.95	-	2708.3	194	71	0.91
	@	@	shows	14	19	0.93	-	2686.7	129	71	0.95
	side	NoC	%	568	19	0.98	+	1593.1	351	71	0.96
	@	@	side	518	19	0.97	+	2216.2	282	71	0.96
	@	@	sides	50	19	0.96	-	90.6	69	71	0.95
	silence	NoC	%	222	19	0.96	+	7036.6	22	71	0.94
	@	@	silence	220	19	0.96	+	7006.3	21	71	0.94
	@	@	silences	3	17	0.81	+	47.5	1	30	0.81
	similar	Adj	:	36	19	0.95	-	4255.5	239	71	0.96
	simple	Adj	%	97	19	0.97	-	784.0	186	71	0.95
	@	@	simple	88	19	0.97	-	612.0	162	71	0.95
	@	@	simpler	5	19	0.88	-	70.0	11	69	0.93
	@	@	simplest	4	17	0.86	-	129.5	12	70	0.91
	simply	Adv	:	156	19	0.95	-	118.9	195	71	0.96
	since	Conj	:	272	19	0.97	-	147.4	328	71	0.97
	since	Prep	:	90	19	0.95	-	1448.5	216	71	0.93
	single	Adj	:	88	19	0.96	-	1441.5	212	71	0.96
	sir	NoC	%	369	19	0.88	+	3095.5	149	71	0.90
	@	@	sir	368	19	0.88	+	3088.1	149	71	0.90
	@	@	sirs	1	6	0.44	+	6.0	1	16	0.57
	sister	NoC	%	229	19	0.93	+	3384.0	63	71	0.93
	@	@	sister	198	19	0.92	+	3577.5	45	71	0.93
	@	@	sisters	31	19	0.89	+	110.9	18	70	0.93
	sit	Verb	%	870	19	0.97	+	21098.7	136	71	0.94
	@	@	sat	471	19	0.97	+	16517.9	36	71	0.91
	@	@	sit	172	19	0.96	+	2566.5	46	71	0.94
	@	@	sits	16	19	0.82	+	38.2	11	71	0.93
	@	@	sitting	211	19	0.96	+	4233.2	42	71	0.93
	site	NoC	%	25	19	0.89	-	3711.5	192	71	0.92
	@	@	site	21	19	0.89	-	1972.5	120	71	0.93
	@	@	sites	4	18	0.84	-	1845.8	72	71	0.88
	situation	NoC	%	85	19	0.96	-	1837.2	228	71	0.96
	@	@	situation	78	19	0.96	-	1095.6	178	71	0.96
	@	@	situations	6	19	0.90	-	954.1	50	71	0.92
	six	Num	%	166	19	0.96	-	581.7	259	71	0.95
	@	@	six	165	19	0.96	-	572.9	258	71	0.95
	@	@	sixes	0	6	0.65	-	14.2	1	29	0.77
	sleep	Verb	%	194	19	0.96	+	4295.9	35	70	0.90
	@	@	sleep	100	19	0.96	+	2125.7	19	69	0.89
	@	@	sleeping	28	19	0.93	+	477.2	7	68	0.91
	@	@	sleeps	5	18	0.84	+	47.3	2	42	0.84
	@	@	slept	61	19	0.95	+	1758.3	7	66	0.91
	slowly	Adv	:	257	19	0.97	+	6113.8	41	71	0.93
	small	Adj	%	583	19	0.97	+	50.9	539	71	0.96
	@	@	small	535	19	0.97	+	278.0	440	71	0.96
	@	@	smaller	39	19	0.93	-	510.6	86	71	0.96
	@	@	smallest	8	19	0.89	-	17.3	12	71	0.94
	smile	NoC	%	310	19	0.91	+	12356.7	16	70	0.91
	@	@	smile	291	19	0.91	+	12170.2	13	70	0.91
	@	@	smiles	18	19	0.91	+	401.4	3	60	0.89
	smile	Verb	%	535	19	0.95	+	23967.0	17	67	0.89
	@	@	smile	41	19	0.93	+	1309.8	4	59	0.89
	@	@	smiled	385	19	0.94	+	19076.3	7	63	0.86
	@	@	smiles	8	17	0.77	+	129.3	2	52	0.86
	@	@	smiling	101	19	0.93	+	4165.8	5	59	0.89
	so	Adv	:	2498	19	0.98	+	12682.8	1275	71	0.97
	so	Conj	:	437	19	0.95	+	3193.3	190	71	0.95
	so that	Conj	:	197	19	0.96	+	1.2	193	71	0.95
	social	Adj	:	49	19	0.92	-	12701.9	564	71	0.92
	society	NoC	%	48	19	0.88	-	7082.1	369	71	0.94
	@	@	societies	2	17	0.82	-	1575.6	59	71	0.90
	@	@	society	46	19	0.87	-	5609.0	310	71	0.95
	some	DetP	:	1534	19	0.99	-	305.7	1719	71	0.97
	someone	Pron	:	411	19	0.97	+	5079.8	130	71	0.94
	something	Pron	:	1013	19	0.97	+	14273.2	288	71	0.96
	sometimes	Adv	:	224	19	0.95	+	35.6	201	71	0.95
	son	NoC	%	213	19	0.92	+	184.1	165	71	0.87
	@	@	son	184	19	0.92	+	344.0	125	71	0.89
	@	@	sons	29	19	0.89	-	49.5	40	71	0.79
	soon	Adv	:	264	19	0.96	+	1064.9	146	71	0.96
	sorry	Adj	%	288	19	0.97	+	9875.9	24	71	0.91
	@	@	sorrier	1	9	0.73	+	22.2	0	5	0.57
	@	@	sorry	287	19	0.97	+	9858.7	23	71	0.91
	sort	NoC	%	275	19	0.95	+	1573.2	134	71	0.96
	@	@	sort	252	19	0.95	+	1800.5	111	71	0.96
	@	@	sorts	23	19	0.93	+	0.0	23	71	0.95
	sound	NoC	%	259	19	0.96	+	2134.0	106	71	0.88
	@	@	sound	212	19	0.96	+	1900.9	83	71	0.88
	@	@	sounds	47	19	0.93	+	260.1	23	69	0.86
	sound	Verb	%	248	19	0.96	+	4352.3	58	71	0.91
	@	@	sound	63	19	0.95	+	751.9	21	70	0.90
	@	@	sounded	119	19	0.96	+	4079.0	10	69	0.92
	@	@	sounding	17	19	0.93	+	324.8	4	59	0.87
	@	@	sounds	48	19	0.94	+	270.8	23	70	0.89
	source	NoC	%	34	19	0.93	-	3555.3	208	71	0.95
	@	@	source	27	19	0.93	-	1574.5	118	71	0.95
	@	@	sources	6	19	0.90	-	2140.4	90	71	0.94
	south	NoC	%	76	19	0.89	-	1492.5	197	71	0.95
	@	@	south	76	19	0.89	-	1491.9	197	71	0.95
	speak	Verb	%	547	19	0.97	+	6126.2	185	71	0.96
	@	@	speak	195	19	0.97	+	2326.7	63	71	0.95
	@	@	speaking	75	19	0.96	+	199.0	47	71	0.96
	@	@	speaks	12	19	0.84	-	13.1	16	71	0.94
	@	@	spoke	202	19	0.96	+	4169.7	39	71	0.94
	@	@	spoken	62	19	0.97	+	759.1	20	71	0.94
	special	Adj	:	95	19	0.95	-	2284.6	267	71	0.97
	spend	Verb	%	233	19	0.97	+	2.4	227	71	0.96
	@	@	spend	70	19	0.95	-	0.1	71	71	0.95
	@	@	spending	20	19	0.92	-	87.7	32	71	0.93
	@	@	spends	5	19	0.88	-	15.8	8	70	0.93
	@	@	spent	138	19	0.97	+	57.2	116	71	0.96
	staff	NoC	%	73	19	0.91	-	3450.2	282	71	0.93
	@	@	staff	71	19	0.91	-	3470.2	279	71	0.93
	@	@	staffs	1	9	0.73	-	16.1	2	49	0.85
	@	@	staves	0#	11#	0.66#	+	3.7#	0#	22#	0.73#
	stage	NoC	%	94	19	0.93	-	1807.6	241	71	0.96
	@	@	stage	88	19	0.93	-	994.7	187	71	0.96
	@	@	stages	6	19	0.93	-	1134.7	54	71	0.94
	stand	Verb	%	853	19	0.98	+	14561.7	204	71	0.96
	@	@	stand	146	19	0.96	+	739.4	74	71	0.96
	@	@	standing	198	19	0.98	+	3767.6	42	71	0.95
	@	@	stands	20	19	0.87	-	89.8	33	71	0.95
	@	@	stood	489	19	0.97	+	14558.5	54	71	0.94
	standard	NoC	%	26	19	0.91	-	3747.7	197	71	0.95
	@	@	standard	12	19	0.87	-	1184.8	70	71	0.94
	@	@	standards	14	19	0.94	-	2580.0	126	71	0.94
	stare	Verb	%	406	19	0.96	+	18602.9	12	67	0.89
	@	@	stare	31	19	0.92	+	1091.8	2	54	0.88
	@	@	stared	237	19	0.94	+	12024.3	3	52	0.85
	@	@	stares	4	16	0.75	+	113.4	1	29	0.83
	@	@	staring	133	19	0.96	+	5710.0	5	67	0.90
	start	Verb	%	482	19	0.96	+	652.8	348	71	0.96
	@	@	start	145	19	0.97	+	52.1	123	71	0.95
	@	@	started	276	19	0.95	+	1540.8	136	71	0.95
	@	@	starting	39	19	0.93	-	25.1	48	71	0.95
	@	@	starts	21	19	0.92	-	182.4	41	70	0.92
	state	NoC	%	99	19	0.94	-	9477.6	574	71	0.91
	@	@	state	95	19	0.94	-	7034.4	470	71	0.90
	@	@	states	4	19	0.86	-	2741.9	103	71	0.88
	stay	Verb	%	378	19	0.97	+	4244.9	128	71	0.94
	@	@	stay	243	19	0.96	+	3044.2	76	71	0.94
	@	@	stayed	73	19	0.95	+	849.6	24	70	0.94
	@	@	staying	54	19	0.92	+	515.1	20	71	0.91
	@	@	stays	7	19	0.87	+	0.0	7	70	0.92
	still	Adv	:	1064	19	0.98	+	3572.2	625	71	0.97
	stone	NoC	%	188	19	0.95	+	843.0	101	71	0.89
	@	@	stone	139	19	0.95	+	737.0	69	71	0.90
	@	@	stones	50	19	0.93	+	130.5	31	70	0.86
	stop	Verb	%	577	19	0.97	+	8356.6	160	71	0.95
	@	@	stop	247	19	0.97	+	2596.0	87	71	0.94
	@	@	stopped	290	19	0.96	+	6616.2	49	71	0.94
	@	@	stopping	26	19	0.94	+	153.1	12	71	0.94
	@	@	stops	14	19	0.88	+	9.3	11	70	0.93
	story	NoC	%	207	19	0.93	+	30.1	187	71	0.94
	@	@	stories	48	19	0.92	-	0.8	49	71	0.93
	@	@	story	159	19	0.92	+	46.4	137	71	0.94
	street	NoC	%	345	19	0.94	+	721.2	229	71	0.93
	@	@	street	268	19	0.94	+	491.1	183	71	0.92
	@	@	streets	77	19	0.92	+	243.6	46	71	0.93
	strong	Adj	%	183	19	0.96	-	76.5	215	71	0.97
	@	@	strong	150	19	0.95	-	56.5	175	71	0.97
	@	@	stronger	28	19	0.95	+	0.0	28	71	0.96
	@	@	strongest	5	19	0.86	-	89.5	13	71	0.94
	structure	NoC	%	17	19	0.89	-	5634.1	236	71	0.93
	@	@	structure	13	19	0.90	-	4141.9	177	71	0.93
	@	@	structures	3	18	0.80	-	1495.8	60	71	0.92
	student	NoC	%	46	19	0.89	-	5024.6	290	71	0.88
	@	@	student	21	19	0.89	-	1396.3	98	71	0.89
	@	@	students	25	19	0.88	-	3679.4	192	71	0.87
	study	NoC	%	48	19	0.92	-	9127.0	439	71	0.87
	@	@	studies	9	19	0.84	-	4812.8	186	71	0.84
	@	@	study	39	19	0.91	-	4520.9	254	71	0.88
	subject	NoC	%	85	19	0.94	-	3931.0	325	71	0.88
	@	@	subject	77	19	0.94	-	1986.3	222	71	0.85
	@	@	subjects	9	19	0.86	-	2327.6	103	71	0.87
	such	DetP	:	511	19	0.96	-	3105.9	906	71	0.95
	such as	Prep	:	36	19	0.92	-	9928.2	436	71	0.96
	suddenly	Adv	:	414	19	0.94	+	11583.1	52	71	0.94
	suggest	Verb	%	165	19	0.96	-	1676.7	339	71	0.95
	@	@	suggest	43	19	0.92	-	669.6	103	71	0.94
	@	@	suggested	97	19	0.96	-	59.0	118	71	0.95
	@	@	suggesting	18	19	0.92	-	46.8	27	71	0.93
	@	@	suggests	6	19	0.87	-	2189.7	91	70	0.94
	support	NoC	%	33	19	0.93	-	5108.3	262	71	0.94
	@	@	support	32	19	0.93	-	5096.7	258	71	0.94
	@	@	supports	1	11	0.77	-	30.3	4	65	0.90
	support	Verb	%	42	19	0.94	-	3774.4	233	71	0.94
	@	@	support	19	19	0.92	-	2029.6	118	71	0.93
	@	@	supported	14	19	0.91	-	1108.3	72	71	0.95
	@	@	supporting	7	19	0.94	-	238.5	24	71	0.94
	@	@	supports	1	10	0.75	-	478.2	19	71	0.80
	suppose	Verb	%	280	19	0.95	+	5672.3	56	70	0.93
	@	@	suppose	246	19	0.95	+	5199.0	47	70	0.93
	@	@	supposed	32	19	0.94	+	648.8	6	67	0.90
	@	@	supposes	0	6	0.63	-	8.0	1	40	0.85
	@	@	supposing	1	10	0.67	-	1.2	2	45	0.84
	sure	Adj	%	519	19	0.97	+	8181.4	134	71	0.94
	@	@	sure	518	19	0.97	+	8232.2	133	71	0.94
	@	@	surer	1	6	0.62	+	0.2	1	26	0.82
	@	@	surest	0	5	0.58	-	3.9	1	30	0.83
	system	NoC	%	71	19	0.88	-	18406.0	818	71	0.89
	@	@	system	60	19	0.89	-	12407.5	584	71	0.93
	@	@	systems	11	19	0.79	-	6122.7	233	71	0.81
	table	NoC	%	428	19	0.98	+	3077.0	188	71	0.93
	@	@	table	390	19	0.98	+	3183.1	160	71	0.93
	@	@	tables	38	19	0.94	+	51.4	27	71	0.94
	take	Verb	%	2239	19	0.99	+	2701.8	1650	71	0.98
	@	@	take	822	19	0.98	+	810.8	625	71	0.98
	@	@	taken	333	19	0.98	-	83.6	378	71	0.98
	@	@	takes	60	19	0.92	-	737.7	131	71	0.97
	@	@	taking	247	19	0.97	+	96.1	209	71	0.98
	@	@	took	777	19	0.98	+	6786.3	307	71	0.96
	talk	Verb	%	599	19	0.97	+	8784.8	165	71	0.95
	@	@	talk	270	19	0.95	+	4071.1	72	71	0.94
	@	@	talked	100	19	0.94	+	1557.1	26	71	0.93
	@	@	talkin'	3	11	0.63	+	96.1	0	10	0.62
	@	@	talking	219	19	0.97	+	3198.4	60	71	0.94
	@	@	talks	7	19	0.87	+	5.0	6	65	0.92
	tax	NoC	%	12	19	0.90	-	6104.9	238	71	0.88
	@	@	tax	9	19	0.89	-	5289.8	201	71	0.88
	@	@	taxes	3	17	0.85	-	831.1	37	71	0.89
	tea	NoC	%	208	19	0.94	+	3950.6	45	71	0.93
	@	@	tea	206	19	0.94	+	4061.7	42	71	0.93
	@	@	teas	2	16	0.86	-	0.1	2	43	0.79
	teacher	NoC	%	51	19	0.86	-	3756.3	252	71	0.89
	@	@	teacher	35	19	0.85	-	953.2	104	71	0.89
	@	@	teachers	16	19	0.77	-	3072.4	148	71	0.88
	team	NoC	%	59	19	0.87	-	4192.9	285	71	0.91
	@	@	team	53	19	0.87	-	3242.6	235	71	0.91
	@	@	teams	6	17	0.79	-	990.8	50	71	0.91
	tell	Verb	%	1802	19	0.97	+	29430.2	450	71	0.94
	@	@	tell	806	19	0.97	+	19651.9	125	71	0.94
	@	@	tellin'	2	8	0.63	+	82.2	0	4	0.48
	@	@	telling	130	19	0.96	+	2098.5	33	71	0.94
	@	@	tells	34	19	0.90	-	3.1	37	70	0.93
	@	@	told	830	19	0.97	+	10647.8	255	71	0.92
	ten	Num	%	210	19	0.96	+	316.4	149	71	0.95
	@	@	ten	207	19	0.96	+	386.6	141	71	0.95
	@	@	tens	2	13	0.73	-	77.8	8	70	0.91
	term	NoC	%	69	19	0.94	-	5586.6	361	71	0.91
	@	@	term	26	19	0.88	-	2500.6	151	71	0.93
	@	@	terms	43	19	0.94	-	3095.0	210	71	0.90
	test	NoC	%	29	19	0.92	-	3756.5	204	71	0.93
	@	@	test	19	19	0.91	-	2625.3	139	71	0.92
	@	@	tests	10	19	0.88	-	1133.6	65	71	0.93
	than	Conj	:	991	19	0.98	-	150.3	1095	71	0.97
	thank	Verb	%	226	19	0.95	+	5094.0	39	71	0.90
	@	@	thank	202	19	0.95	+	4836.8	32	71	0.89
	@	@	thanked	19	19	0.93	+	314.1	5	65	0.89
	@	@	thanking	4	19	0.88	+	31.9	2	48	0.86
	@	@	thanks	0	5	0.57	+	0.1	0	19	0.79
	that	Conj	:	5891	19	0.98	-	6778.8	7684	71	0.97
	that	DetP	:	4821	19	0.98	+	38534.3	2001	71	0.95
	the	Det	:	51846	19	0.98	-	60053.2	67675	71	0.99
	their	Det	:	1910	19	0.96	-	6654.4	2982	71	0.98
	themselves	Pron	%	160	19	0.96	-	837.9	273	71	0.96
	@	@	themselves	159	19	0.96	-	839.5	273	71	0.96
	then	Adv	:	2661	19	0.98	+	23481.6	1046	71	0.97
	theory	NoC	%	29	19	0.93	-	4269.5	222	71	0.90
	@	@	theories	6	19	0.90	-	960.1	49	70	0.88
	@	@	theory	23	19	0.91	-	3309.6	173	71	0.90
	there	Adv	:	1195	19	0.98	+	18278.6	317	71	0.96
	there	Ex	:	2667	19	0.98	+	932.1	2273	71	0.98
	therefore	Adv	:	37	19	0.92	-	5781.3	294	71	0.94
	these	DetP	:	520	19	0.95	-	12112.3	1442	71	0.96
	they	Pron	%	7298	19	0.97	+	15469.5	4829	71	0.97
	@	@	'em	31	19	0.81	+	669.9	6	56	0.84
	@	@	them	2477	19	0.97	+	10775.8	1338	71	0.97
	@	@	they	4791	19	0.97	+	6253.6	3485	71	0.97
	thing	NoC	%	1213	19	0.97	+	11791.4	450	71	0.95
	@	@	thing	594	19	0.96	+	8010.7	175	71	0.94
	@	@	things	619	19	0.96	+	4325.1	275	71	0.95
	think	Verb	%	2877	19	0.98	+	51666.2	653	71	0.96
	@	@	think	1384	19	0.97	+	22358.6	349	71	0.95
	@	@	thinking	204	19	0.97	+	3392.9	50	71	0.95
	@	@	thinks	58	19	0.93	+	276.4	31	70	0.93
	@	@	thought	1231	19	0.98	+	26802.5	223	71	0.96
	third	Ord	:	83	19	0.95	-	2476.7	256	71	0.96
	this	DetP	:	3264	19	0.98	-	8593.3	4828	71	0.97
	those	DetP	:	567	19	0.97	-	2578.3	938	71	0.96
	though	Conj	:	315	19	0.95	+	145.8	262	71	0.95
	thought	NoC	%	338	19	0.95	+	4311.4	104	71	0.94
	@	@	thought	212	19	0.95	+	2282.0	74	71	0.94
	@	@	thoughts	126	19	0.95	+	2130.8	30	70	0.92
	three	Num	%	489	19	0.96	-	1496.5	744	71	0.97
	@	@	three	487	19	0.96	-	1505.7	743	71	0.97
	@	@	threes	1	14	0.74	+	4.0	1	38	0.86
	through	Prep	:	986	19	0.98	+	1496.4	699	71	0.98
	throw	Verb	%	246	19	0.98	+	2824.3	82	71	0.95
	@	@	threw	99	19	0.96	+	2421.0	15	70	0.92
	@	@	throw	52	19	0.96	+	402.4	22	71	0.95
	@	@	throwing	36	19	0.95	+	344.8	13	70	0.93
	@	@	thrown	54	19	0.97	+	320.3	26	71	0.94
	@	@	throws	5	19	0.81	-	0.1	5	69	0.92
	thus	Adv	:	36	19	0.87	-	5330.2	277	71	0.93
	time	NoC	%	2062	19	0.99	+	840.7	1735	71	0.98
	@	@	time	1841	19	0.99	+	1608.3	1424	71	0.98
	@	@	times	221	19	0.97	-	436.6	311	71	0.96
	to	Inf	%	16506	19	0.99	+	3.9	16440	71	0.99
	@	@	~na*	22	18	0.80	+	373.8	5	48	0.76
	@	@	~ta*	7	18	0.83	+	174.9	1	31	0.82
	@	@	to	16477	19	0.99	+	1.7	16434	71	0.99
	to	Prep	:	8875	19	0.99	-	1364.8	9813	71	0.99
	today	Adv	:	161	19	0.97	-	597.6	255	71	0.91
	together	Adv	:	368	19	0.97	+	209.6	299	71	0.97
	too	Adv	:	1290	19	0.97	+	9466.6	559	71	0.96
	touch	Verb	%	199	19	0.95	+	4188.1	37	71	0.94
	@	@	touch	65	19	0.95	+	1206.2	14	70	0.92
	@	@	touched	102	19	0.95	+	2744.2	14	70	0.95
	@	@	touches	4	19	0.84	+	0.2	3	64	0.90
	@	@	touching	28	19	0.92	+	501.9	6	64	0.90
	towards	Prep	:	502	19	0.97	+	2619.4	254	71	0.97
	town	NoC	%	148	19	0.95	-	697.2	247	71	0.92
	@	@	town	139	19	0.95	-	257.8	194	71	0.90
	@	@	towns	9	19	0.89	-	871.3	53	71	0.90
	trade	NoC	%	35	19	0.89	-	4805.4	257	71	0.92
	@	@	trade	34	19	0.89	-	4495.3	242	71	0.92
	@	@	trades	1	14	0.82	-	313.2	15	71	0.92
	training	NoC	:	30	19	0.90	-	4775.5	242	71	0.92
	tree	NoC	%	273	19	0.94	+	1887.4	122	71	0.93
	@	@	tree	103	19	0.91	+	459.4	55	71	0.93
	@	@	trees	169	19	0.94	+	1504.2	66	71	0.92
	true	Adj	%	201	19	0.97	+	37.6	179	71	0.96
	@	@	true	200	19	0.97	+	40.1	177	71	0.96
	@	@	truer	1	12	0.79	-	0.8	1	46	0.87
	@	@	truest	0	5	0.61	-	4.3	1	25	0.78
	try	Verb	%	941	19	0.98	+	6780.5	412	71	0.96
	@	@	tried	352	19	0.97	+	4745.2	104	71	0.95
	@	@	tries	11	19	0.86	-	35.7	16	70	0.94
	@	@	try	242	19	0.97	+	457.8	164	71	0.95
	@	@	trying	336	19	0.98	+	3154.0	128	71	0.95
	turn	Verb	%	1099	19	0.98	+	15313.7	316	71	0.96
	@	@	turn	169	19	0.97	+	416.1	108	71	0.95
	@	@	turned	764	19	0.98	+	17169.7	133	71	0.95
	@	@	turning	132	19	0.96	+	1604.6	42	71	0.95
	@	@	turns	34	19	0.85	+	0.9	32	70	0.94
	two	Num	%	1177	19	0.97	-	1084.0	1494	71	0.98
	@	@	two	1175	19	0.97	-	1091.1	1493	71	0.98
	@	@	twos	2	14	0.74	+	8.3	1	42	0.87
	type	NoC	%	48	19	0.94	-	5993.8	329	71	0.90
	@	@	type	39	19	0.94	-	3408.6	212	71	0.87
	@	@	types	9	19	0.83	-	2690.8	117	71	0.94
	UK	NoP	%	6	19	0.48	-	7078.5	247	71	0.91
	@	@	U.K.	0	3	0.36	-	133.5	5	55	0.79
	@	@	UK	6	17	0.46	-	6935.9	241	71	0.91
	@	@	UK.	0	0	0.00	-	6.4	0	11	0.70
	under	Prep	:	470	19	0.97	-	600.3	621	71	0.94
	understand	Verb	%	362	19	0.97	+	1350.4	206	71	0.96
	@	@	understand	264	19	0.97	+	1769.4	120	71	0.94
	@	@	understanding	11	19	0.91	-	108.7	23	71	0.93
	@	@	understands	7	19	0.90	-	0.0	7	70	0.93
	@	@	understood	80	19	0.95	+	122.8	56	71	0.96
	union	NoC	%	25	19	0.88	-	5781.0	265	71	0.88
	@	@	union	22	19	0.89	-	4378.1	208	71	0.87
	@	@	unions	3	14	0.76	-	1421.9	57	71	0.90
	unit	NoC	%	30	19	0.85	-	4447.3	232	71	0.94
	@	@	unit	24	19	0.83	-	2340.0	140	71	0.94
	@	@	units	7	19	0.80	-	2186.9	92	71	0.93
	university	NoC	%	46	19	0.87	-	3813.4	244	71	0.88
	@	@	universities	2	17	0.70	-	839.5	35	71	0.88
	@	@	university	44	19	0.88	-	3042.5	209	71	0.86
	until	Conj	:	396	19	0.97	+	1638.8	218	71	0.97
	until	Prep	:	101	19	0.96	-	858.2	197	71	0.95
	up	Adv	:	2989	19	0.98	+	20931.3	1327	71	0.96
	up to	Prep	:	240	19	0.97	+	1333.2	118	71	0.97
	upon	Prep	:	177	19	0.90	-	556.6	271	71	0.94
	US	NoP	%	10	18	0.86	-	5911.7	225	71	0.85
	@	@	U.S.	0	4	0.51	-	163.1	6	49	0.82
	@	@	US	10	18	0.86	-	5743.3	219	71	0.85
	use	NoC	%	71	19	0.96	-	7193.2	426	71	0.95
	@	@	use	68	19	0.96	-	6769.5	403	71	0.95
	@	@	uses	3	17	0.85	-	425.4	23	71	0.91
	use	Verb	%	376	19	0.97	-	13827.8	1281	71	0.96
	@	@	use	137	19	0.97	-	2517.7	346	71	0.95
	@	@	used	165	19	0.96	-	6530.0	583	71	0.96
	@	@	uses	7	19	0.91	-	794.4	46	71	0.93
	@	@	using	66	19	0.95	-	4358.0	306	71	0.94
	usually	Adv	:	105	19	0.96	-	1156.7	221	71	0.94
	value	NoC	%	34	19	0.92	-	7034.8	330	71	0.94
	@	@	value	28	19	0.92	-	4532.1	229	71	0.94
	@	@	values	6	19	0.87	-	2561.0	102	71	0.91
	various	Adj	:	51	19	0.94	-	2229.2	190	71	0.96
	very	Adv	:	1267	19	0.97	+	1255.6	962	71	0.97
	view	NoC	%	125	19	0.96	-	2827.5	342	71	0.95
	@	@	view	106	19	0.95	-	1608.8	249	71	0.95
	@	@	views	19	19	0.95	-	1398.2	93	71	0.95
	voice	NoC	%	729	19	0.97	+	20689.1	89	71	0.93
	@	@	voice	671	19	0.96	+	20529.8	71	71	0.92
	@	@	voices	58	19	0.93	+	734.8	18	70	0.92
	wait	Verb	%	591	19	0.98	+	12668.2	109	71	0.95
	@	@	wait	192	19	0.97	+	3451.2	43	71	0.95
	@	@	waited	156	19	0.96	+	5127.0	14	71	0.92
	@	@	waiting	238	19	0.98	+	4676.1	49	71	0.94
	@	@	waits	5	18	0.83	+	17.5	3	56	0.90
	walk	Verb	%	593	19	0.97	+	12674.8	110	71	0.92
	@	@	walk	128	19	0.95	+	1547.2	41	71	0.91
	@	@	walked	348	19	0.96	+	10924.1	35	71	0.91
