	Word	PoS		FrSp	Ra	DiSp		LogLi	FrWr	Ra	DiWr
	open	Adj	:	155	10	0.92	-	234.3	226	90	0.95
	open	Verb	%	150	10	0.90	-	399.4	245	90	0.95
	@	@	open	81	10	0.87	+	3.7	76	90	0.96
	@	@	opened	45	10	0.92	-	628.2	124	90	0.92
	@	@	opening	15	10	0.87	-	67.7	28	90	0.96
	@	@	opens	9	10	0.87	-	51.2	18	90	0.92
	operation	NoC	%	65	10	0.80	-	835.7	172	90	0.93
	@	@	operation	50	10	0.78	-	350.9	106	90	0.93
	@	@	operations	15	10	0.77	-	554.6	66	90	0.91
	opportunity	NoC	%	103	10	0.70	-	267.6	167	90	0.94
	@	@	opportunities	28	10	0.67	-	219.7	62	90	0.92
	@	@	opportunity	75	10	0.71	-	91.0	106	90	0.95
	or	Conj	:	3357	10	0.95	-	392.5	3747	90	0.95
	order	NoC	%	141	10	0.79	-	632.1	262	90	0.91
	@	@	order	111	10	0.79	-	506.7	207	90	0.89
	@	@	orders	30	10	0.73	-	125.5	55	90	0.94
	other	Adj	:	1313	10	0.94	-	4.4	1339	90	0.97
	other	NoC	%	186	10	0.92	-	1242.7	388	90	0.97
	@	@	other	60	10	0.94	-	94.4	88	90	0.97
	@	@	others	126	10	0.88	-	1235.2	301	90	0.97
	our	Det	:	1253	10	0.85	+	1033.0	914	90	0.96
	out	Adv	:	2316	10	0.93	+	3968.3	1452	90	0.96
	out of	Prep	:	497	10	0.98	+	0.9	490	90	0.95
	over	Adv	:	443	10	0.96	-	423.4	600	90	0.89
	over	Prep	:	543	10	0.96	-	627.6	757	90	0.98
	own	DetP	:	443	10	0.91	-	1198.9	724	90	0.98
	P / p	Lett	:	359	10	0.83	+	6868.3	47	83	0.82
	p	NoC	%	0	0	0.00	-	3333.0&&	164#	79#	0.67#
	@	@	p	0	0	0.00	-	59.1	3	52	0.84
	@	@	p.	0	0	0.00	-	3171.2	161	67	0.66
	@	@	ps	0	0	0.00	-	4.8	0	6	0.45
	page	NoC	%	171	10	0.82	+	30.9	148	90	0.92
	@	@	page	137	10	0.81	+	93.1	103	90	0.90
	@	@	pages	34	10	0.85	-	27.9	45	90	0.95
	paper	NoC	%	285	10	0.95	+	106.5	232	90	0.96
	@	@	paper	232	10	0.95	+	212.2	166	90	0.96
	@	@	papers	53	10	0.90	-	22.8	65	90	0.93
	parent	NoC	%	138	10	0.78	-	250.5	208	90	0.92
	@	@	parent	27	10	0.71	-	38.2	39	90	0.90
	@	@	parents	111	10	0.78	-	212.8	169	90	0.92
	part	NoC	%	418	10	0.85	-	791.6	635	90	0.97
	@	@	part	355	10	0.85	-	510.2	512	90	0.97
	@	@	parts	63	10	0.85	-	328.9	122	90	0.95
	particular	Adj	:	209	10	0.76	-	10.9	225	90	0.93
	particularly	Adv	:	153	10	0.76	-	258.1	228	90	0.95
	party	NoC	%	263	10	0.83	-	1874.9	560	90	0.88
	@	@	parties	36	10	0.77	-	1030.2	137	90	0.86
	@	@	party	227	10	0.84	-	1035.7	423	90	0.88
	pass	Verb	%	138	10	0.95	-	282.1	212	90	0.97
	@	@	pass	69	10	0.95	+	24.4	56	90	0.97
	@	@	passed	50	10	0.94	-	420.5	113	90	0.96
	@	@	passes	5	9	0.76	-	89.4	14	90	0.93
	@	@	passing	14	10	0.85	-	85.4	28	90	0.96
	past	Prep	:	168	10	0.82	+	1315.9	55	90	0.90
	patient	NoC	%	53	10	0.70	-	2423.2	264	90	0.72
	@	@	patient	17	10	0.78	-	636.7	75	90	0.81
	@	@	patients	36	10	0.65	-	1788.9	189	90	0.66
	pattern	NoC	%	53	10	0.81	-	921.8	160	90	0.91
	@	@	pattern	35	10	0.81	-	498.1	97	90	0.91
	@	@	patterns	18	10	0.74	-	430.9	63	89	0.90
	pay	Verb	%	584	10	0.93	+	1097.1	357	90	0.95
	@	@	paid	163	10	0.92	+	28.3	142	90	0.95
	@	@	pay	309	10	0.92	+	982.6	160	90	0.94
	@	@	payed	1	7	0.64	+	33.5	0	11	0.70
	@	@	paying	95	10	0.92	+	473.2	41	90	0.95
	@	@	pays	15	10	0.89	+	0.2	15	89	0.94
	people	NoC	%	2071	10	0.87	+	5231.4	1162	90	0.96
	@	@	people	2063	10	0.87	+	5371.8	1146	90	0.96
	@	@	peoples	8	10	0.69	-	43.3	16	87	0.88
	per cent	NoC	%	69	10	0.65	-	4388.3	421	90	0.88
	@	@	per cent	69	10	0.65	-	4353.7	418	90	0.88
	@	@	per cent.	0	0	0.00	-	41.8	2	9	0.41
	percent	NoC	%	233	10	0.77	+	8348.5	6	76	0.83
	@	@	percent	233	10	0.77	+	8355.1	6	76	0.83
	perhaps	Adv	:	444	10	0.86	+	271.3	339	90	0.95
	period	NoC	%	122	10	0.75	-	1313.5	302	90	0.93
	@	@	period	111	10	0.75	-	1020.2	258	90	0.93
	@	@	periods	11	10	0.78	-	321.9	43	90	0.92
	person	NoC	%	256	10	0.87	-	46.4	294	90	0.92
	@	@	person	244	10	0.87	-	1.5	250	90	0.93
	@	@	persons	12	9	0.68	-	297.9	43	90	0.87
	personal	Adj	:	65	10	0.81	-	1051.3	189	90	0.94
	pick	Verb	%	282	10	0.92	+	1099.9	134	90	0.93
	@	@	pick	171	10	0.91	+	1690.7	47	90	0.95
	@	@	picked	66	10	0.91	+	1.6	63	90	0.90
	@	@	picking	33	10	0.91	+	74.7	19	89	0.93
	@	@	picks	11	10	0.84	+	43.1	5	85	0.92
	picture	NoC	%	131	10	0.95	-	59.5	162	90	0.95
	@	@	picture	91	10	0.93	-	23.0	107	90	0.95
	@	@	pictures	40	10	0.92	-	43.4	56	90	0.93
	piece	NoC	%	174	10	0.91	+	51.2	145	90	0.95
	@	@	piece	120	10	0.91	+	89.1	89	90	0.95
	@	@	pieces	54	10	0.89	-	0.5	56	90	0.94
	place	NoC	%	444	10	0.95	-	185.4	545	90	0.98
	@	@	place	353	10	0.95	-	225.0	453	90	0.98
	@	@	places	91	10	0.91	-	0.0	91	90	0.97
	place	Verb	%	39	10	0.87	-	1298.2	163	90	0.97
	@	@	place	19	10	0.96	-	202.2	46	90	0.93
	@	@	placed	17	10	0.74	-	910.5	94	90	0.97
	@	@	places	1	7	0.68	-	77.2	7	85	0.92
	@	@	placing	2	7	0.63	-	172.0	16	90	0.96
	plan	NoC	%	204	10	0.69	-	14.1	222	90	0.93
	@	@	plan	155	10	0.66	+	87.0	120	90	0.92
	@	@	plans	49	10	0.75	-	325.9	102	90	0.93
	play	Verb	%	385	10	0.86	-	0.0	386	90	0.94
	@	@	play	194	10	0.85	+	150.9	143	90	0.94
	@	@	played	68	10	0.89	-	226.6	117	90	0.94
	@	@	playing	108	10	0.84	+	4.6	100	90	0.93
	@	@	plays	15	10	0.86	-	41.2	25	89	0.93
	please	Adv	:	361	10	0.86	+	3259.4	106	89	0.92
	point	NoC	%	747	10	0.79	+	1441.9	454	90	0.96
	@	@	point	637	10	0.80	+	1887.5	338	90	0.96
	@	@	points	110	10	0.77	-	2.2	116	90	0.93
	police	NoC	%	186	10	0.80	-	396.5	288	90	0.88
	@	@	police	186	10	0.80	-	396.5	288	90	0.88
	policy	NoC	%	280	10	0.61	-	162.4	356	90	0.91
	@	@	policies	58	10	0.62	-	139.9	92	87	0.90
	@	@	policy	223	10	0.61	-	63.6	264	90	0.90
	political	Adj	:	71	10	0.69	-	2928.7	333	90	0.90
	poor	Adj	%	108	10	0.95	-	262.6	172	90	0.96
	@	@	poor	100	10	0.96	-	220.9	157	90	0.96
	@	@	poorer	5	9	0.70	-	24.7	9	84	0.92
	@	@	poorest	3	5	0.56	-	22.8	6	82	0.89
	position	NoC	%	139	10	0.75	-	858.1	283	90	0.95
	@	@	position	130	10	0.74	-	568.9	240	90	0.95
	@	@	positions	9	9	0.77	-	397.6	43	90	0.92
	possible	Adj	:	147	10	0.80	-	1595.4	364	90	0.96
	pound	NoC	%	899	10	0.85	+	18746.4	101	90	0.75
	@	@	pound	327	10	0.83	+	7521.7	31	90	0.81
	@	@	pounds	572	10	0.76	+	11301.3	71	89	0.69
	power	NoC	%	151	10	0.77	-	2096.6	412	90	0.94
	@	@	power	130	10	0.78	-	1621.7	340	90	0.94
	@	@	powers	21	9	0.68	-	489.2	73	90	0.92
	practice	NoC	%	72	10	0.70	-	1467.1	233	90	0.92
	@	@	practice	62	10	0.71	-	1041.6	184	90	0.92
	@	@	practices	10	9	0.62	-	455.1	49	90	0.89
	president	NoC	%	79	10	0.61	-	691.8	180	90	0.77
	@	@	president	76	10	0.61	-	660.1	174	89	0.76
	@	@	presidents	2	4	0.34	-	32.4	6	76	0.78
	price	NoC	%	178	10	0.85	-	415.2	282	90	0.91
	@	@	price	121	10	0.86	-	180.9	176	90	0.91
	@	@	prices	57	10	0.80	-	257.6	106	90	0.91
	private	Adj	:	69	10	0.82	-	920.4	185	90	0.94
	probably	Adv	:	585	10	0.95	+	3222.7	237	90	0.97
	problem	NoC	%	568	10	0.83	+	0.2	564	90	0.95
	@	@	problem	348	10	0.85	+	126.3	283	90	0.95
	@	@	problems	220	10	0.77	-	134.8	281	90	0.95
	process	NoC	%	90	10	0.72	-	1821.7	290	90	0.92
	@	@	process	78	10	0.72	-	1317.3	231	90	0.93
	@	@	processes	12	7	0.70	-	534.0	58	87	0.89
	produce	Verb	%	131	10	0.73	-	1406.7	324	90	0.94
	@	@	produce	60	10	0.72	-	300.4	115	90	0.94
	@	@	produced	43	10	0.73	-	877.1	139	90	0.95
	@	@	produces	9	8	0.69	-	161.0	27	87	0.92
	@	@	producing	19	10	0.74	-	147.1	42	90	0.94
	product	NoC	%	98	10	0.66	-	939.4	231	90	0.89
	@	@	product	58	9	0.60	-	344.7	117	90	0.89
	@	@	products	39	9	0.71	-	626.6	114	90	0.89
	production	NoC	%	52	10	0.69	-	1130.7	174	90	0.92
	@	@	production	50	10	0.68	-	1105.7	168	90	0.92
	@	@	productions	3	5	0.55	-	27.4	6	79	0.89
	programme	NoC	%	159	10	0.78	-	475.3	266	90	0.92
	@	@	programme	131	10	0.79	-	235.5	197	90	0.91
	@	@	programmes	28	10	0.69	-	301.7	69	90	0.92
	project	NoC	%	109	10	0.76	-	532.0	207	90	0.88
	@	@	project	84	10	0.76	-	314.1	148	90	0.86
	@	@	projects	25	9	0.72	-	233.2	59	90	0.91
	property	NoC	%	62	10	0.82	-	967.5	179	90	0.90
	@	@	properties	18	10	0.73	-	191.0	44	89	0.91
	@	@	property	45	10	0.82	-	781.5	135	90	0.88
	prove	Verb	%	42	10	0.84	-	1196.3	161	90	0.96
	@	@	prove	20	10	0.86	-	364.8	62	90	0.96
	@	@	proved	14	10	0.79	-	723.9	75	90	0.96
	@	@	proven	2	8	0.66	-	5.5	4	82	0.91
	@	@	proves	3	7	0.73	-	47.7	9	87	0.93
	@	@	proving	3	8	0.75	-	95.9	12	90	0.94
	provide	Verb	%	175	10	0.74	-	3268.1	544	90	0.94
	@	@	provide	88	10	0.74	-	1205.1	239	90	0.94
	@	@	provided	38	10	0.72	-	999.8	140	90	0.94
	@	@	provides	13	9	0.73	-	1016.5	92	87	0.92
	@	@	providing	35	10	0.74	-	232.7	73	90	0.94
	public	Adj	:	102	10	0.72	-	1762.4	306	90	0.94
	purpose	NoC	%	65	10	0.78	-	704.7	162	90	0.92
	@	@	purpose	44	10	0.80	-	361.5	99	90	0.93
	@	@	purposes	21	9	0.74	-	355.1	63	90	0.89
	put	Verb	%	1827	10	0.91	+	15304.9	570	90	0.96
	@	@	put	1640	10	0.90	+	15152.7	475	90	0.96
	@	@	puts	35	10	0.91	+	12.0	28	89	0.95
	@	@	putted	0	0	0.00	-	5.9	0	12	0.66
	@	@	putting	153	10	0.96	+	734.4	67	90	0.96
	quality	NoC	%	104	10	0.75	-	510.6	198	90	0.93
	@	@	qualities	5	9	0.77	-	255.6	27	90	0.93
	@	@	quality	99	10	0.74	-	337.9	170	90	0.93
	question	NoC	%	463	10	0.80	+	150.5	382	90	0.95
	@	@	question	310	10	0.79	+	172.3	240	90	0.95
	@	@	questions	153	10	0.82	+	8.4	141	90	0.95
	quite	Adv	:	1050	10	0.95	+	8435.6	338	90	0.95
	raise	Verb	%	97	10	0.75	-	696.6	207	90	0.97
	@	@	raise	40	10	0.75	-	95.0	64	90	0.94
	@	@	raised	42	10	0.73	-	437.7	102	90	0.97
	@	@	raises	5	8	0.72	-	85.2	15	85	0.92
	@	@	raising	10	9	0.73	-	128.7	27	90	0.97
	range	NoC	%	61	10	0.76	-	1540.0	219	90	0.93
	@	@	range	59	10	0.76	-	1471.7	211	90	0.93
	@	@	ranges	2	6	0.61	-	69.5	8	78	0.90
	rate	NoC	%	137	10	0.80	-	1299.1	322	90	0.91
	@	@	rate	89	10	0.81	-	748.2	200	90	0.90
	@	@	rates	48	10	0.77	-	555.1	122	90	0.90
	rather	Adv	:	209	10	0.86	-	0.6	213	90	0.96
	rather than	Prep	:	101	10	0.83	-	373.5	177	90	0.94
	reach	Verb	%	57	10	0.83	-	2162.9	254	90	0.97
	@	@	reach	28	10	0.85	-	343.0	73	90	0.97
	@	@	reached	18	10	0.77	-	1584.7	136	90	0.95
	@	@	reaches	4	10	0.83	-	92.2	13	89	0.93
	@	@	reaching	7	9	0.73	-	276.0	32	90	0.96
	read	Verb	%	314	10	0.96	+	34.8	281	90	0.85
	@	@	read	260	10	0.96	+	60.5	221	90	0.80
	@	@	reading	47	10	0.93	-	1.4	50	90	0.95
	@	@	reads	7	10	0.87	-	10.9	10	89	0.94
	real	Adj	%	132	10	0.90	-	530.6	238	90	0.97
	@	@	real	132	10	0.90	-	530.3	238	90	0.97
	really	Adv	:	1727	10	0.90	+	24300.2	337	90	0.94
	reason	NoC	%	255	10	0.82	-	48.9	293	90	0.96
	@	@	reason	180	10	0.85	-	0.0	181	90	0.97
	@	@	reasons	74	10	0.74	-	136.5	112	90	0.94
	receive	Verb	%	100	10	0.75	-	1284.3	264	90	0.95
	@	@	receive	38	10	0.78	-	249.0	79	90	0.94
	@	@	received	46	10	0.71	-	828.1	140	90	0.95
	@	@	receives	3	8	0.67	-	116.5	14	85	0.92
	@	@	receiving	13	10	0.75	-	132.0	31	90	0.93
	recent	Adj	:	36	10	0.70	-	1540.6	173	90	0.94
	record	NoC	%	99	10	0.88	-	684.2	209	90	0.92
	@	@	record	73	10	0.86	-	299.3	133	90	0.92
	@	@	records	26	10	0.88	-	435.4	76	90	0.89
	reduce	Verb	%	72	10	0.75	-	909.1	190	90	0.93
	@	@	reduce	30	10	0.73	-	334.7	76	90	0.93
	@	@	reduced	25	10	0.80	-	377.1	71	90	0.94
	@	@	reduces	5	9	0.74	-	62.6	12	74	0.90
	@	@	reducing	13	9	0.67	-	137.5	31	88	0.92
	relationship	NoC	%	64	10	0.78	-	1251.3	203	90	0.93
	@	@	relationship	51	10	0.80	-	695.8	138	90	0.94
	@	@	relationships	13	8	0.71	-	598.0	65	90	0.91
	remain	Verb	%	48	10	0.74	-	3076.8	293	90	0.96
	@	@	remain	23	10	0.75	-	809.5	98	90	0.96
	@	@	remained	8	7	0.63	-	1406.2	101	90	0.94
	@	@	remaining	4	8	0.63	-	88.7	13	90	0.95
	@	@	remains	13	8	0.70	-	860.9	82	90	0.94
	remember	Verb	%	544	10	0.91	+	2607.3	237	89	0.93
	@	@	remember	513	10	0.91	+	4528.0	154	89	0.93
	@	@	remembered	18	10	0.90	-	370.5	58	89	0.90
	@	@	remembering	9	10	0.80	-	32.3	16	89	0.89
	@	@	remembers	4	10	0.85	-	32.3	9	88	0.92
	report	NoC	%	264	10	0.71	-	141.0	332	90	0.87
	@	@	report	215	10	0.70	-	50.3	251	90	0.85
	@	@	reports	48	10	0.75	-	142.8	80	90	0.90
	report	Verb	%	66	10	0.72	-	1214.3	204	90	0.88
	@	@	report	31	10	0.77	+	0.7	29	90	0.95
	@	@	reported	22	10	0.71	-	1241.1	124	90	0.85
	@	@	reporting	7	8	0.70	-	31.3	13	89	0.93
	@	@	reports	7	8	0.42	-	377.9	38	87	0.67
	represent	Verb	%	66	10	0.73	-	734.9	166	90	0.94
	@	@	represent	24	10	0.69	-	135.4	48	90	0.93
	@	@	represented	16	10	0.75	-	416.5	58	90	0.93
	@	@	representing	11	8	0.72	-	92.1	24	89	0.92
	@	@	represents	16	9	0.68	-	132.7	35	87	0.93
	require	Verb	%	65	10	0.72	-	2760.2	309	90	0.93
	@	@	require	21	10	0.69	-	522.7	74	90	0.92
	@	@	required	30	10	0.72	-	1489.3	157	90	0.93
	@	@	requires	11	10	0.75	-	563.0	58	88	0.91
	@	@	requiring	3	7	0.64	-	207.0	20	87	0.91
	research	NoC	%	59	10	0.64	-	2491.9	281	90	0.82
	@	@	research	59	10	0.64	-	2461.7	279	90	0.82
	@	@	researches	0	2	0.29	-	31.7	3	68	0.88
	result	NoC	%	117	10	0.75	-	2137.0	359	90	0.94
	@	@	result	74	10	0.74	-	1007.5	200	90	0.95
	@	@	results	43	10	0.78	-	1157.2	159	90	0.91
	return	Verb	%	38	10	0.78	-	2652.9	247	90	0.97
	@	@	return	18	10	0.80	-	751.4	84	90	0.97
	@	@	returned	12	8	0.70	-	1434.7	114	90	0.95
	@	@	returning	6	9	0.76	-	385.3	36	90	0.96
	@	@	returns	3	8	0.74	-	116.2	13	89	0.92
	right	Adj	%	1020	10	0.95	+	10194.4	277	90	0.88
	@	@	right	1019	10	0.95	+	10192.7	277	90	0.88
	right	Adv	:	2209	10	0.90	+	62243.5	130	90	0.93
	right	NoC	%	115	10	0.80	-	1673.0	320	90	0.93
	@	@	right	67	10	0.83	-	896.5	181	90	0.95
	@	@	rights	48	10	0.75	-	778.6	139	90	0.90
	ring	Verb	%	170	10	0.84	+	1106.0	63	90	0.89
	@	@	rang	40	10	0.77	+	67.2	25	85	0.86
	@	@	ring	88	10	0.85	+	934.0	23	87	0.90
	@	@	ringing	18	10	0.81	+	84.4	8	84	0.89
	@	@	rings	7	10	0.78	+	32.3	3	82	0.92
	@	@	rung	17	10	0.69	+	222.1	4	77	0.86
	rise	Verb	%	35	10	0.78	-	1534.1	169	90	0.94
	@	@	rise	11	10	0.80	-	244.4	37	90	0.94
	@	@	risen	7	7	0.61	-	79.4	18	90	0.93
	@	@	rises	3	9	0.79	-	60.4	10	85	0.92
	@	@	rising	9	10	0.78	-	313.7	39	90	0.96
	@	@	rose	4	10	0.81	-	975.4	65	90	0.89
	road	NoC	%	376	10	0.95	+	143.1	305	90	0.93
	@	@	road	336	10	0.96	+	154.0	266	90	0.92
	@	@	roads	41	10	0.80	+	0.9	39	90	0.92
	role	NoC	%	73	10	0.70	-	1338.8	225	90	0.93
	@	@	role	66	10	0.70	-	1105.9	196	90	0.93
	@	@	roles	7	9	0.69	-	241.5	30	90	0.91
	room	NoC	%	262	10	0.92	-	360.9	376	90	0.91
	@	@	room	233	10	0.91	-	235.5	318	90	0.91
	@	@	rooms	30	10	0.88	-	162.3	58	90	0.91
	round	Adv	:	415	10	0.87	+	4467.1	106	90	0.90
	round	Prep	:	245	10	0.89	+	1320.3	100	90	0.90
	royal	Adj	:	38	10	0.75	-	1291.4	160	90	0.92
	rule	NoC	%	84	10	0.80	-	805.3	199	90	0.90
	@	@	rule	41	10	0.75	-	285.9	86	90	0.89
	@	@	rules	43	10	0.80	-	527.5	112	90	0.90
	run	Verb	%	359	10	0.96	-	66.1	411	90	0.95
	@	@	ran	40	10	0.91	-	364.6	93	90	0.91
	@	@	run	179	10	0.95	+	1.3	174	90	0.95
	@	@	runnin'	0	0	0.00	-	4.4	0	12	0.63
	@	@	running	113	10	0.96	+	7.6	103	90	0.94
	@	@	runs	28	10	0.91	-	49.6	41	89	0.93
	S / s	Lett	:	277	10	0.87	+	4124.0	51	90	0.87
	same	DetP	:	651	10	0.95	+	24.0	611	90	0.97
	say	Verb	%	6119	10	0.90	+	21998.7	3023	90	0.92
	@	@	said	2685	10	0.79	+	1838.7	2018	90	0.89
	@	@	say	2116	10	0.97	+	24125.8	512	90	0.94
	@	@	sayin'	0	0	0.00	-	11.2	1	15	0.62
	@	@	saying	577	10	0.94	+	6836.4	135	90	0.94
	@	@	says	740	10	0.83	+	2804.6	358	90	0.87
	scheme	NoC	%	110	10	0.72	-	272.8	177	90	0.92
	@	@	scheme	78	10	0.73	-	190.0	124	90	0.91
	@	@	schemes	33	9	0.69	-	82.8	53	90	0.91
	school	NoC	%	549	10	0.87	+	8.7	527	90	0.93
	@	@	school	431	10	0.88	+	94.1	368	90	0.93
	@	@	schools	118	10	0.65	-	106.5	159	90	0.89
	second	Ord	:	224	10	0.87	-	659.4	373	90	0.96
	secretary	NoC	%	103	10	0.73	-	282.2	169	90	0.86
	@	@	secretaries	7	10	0.66	-	3.0	8	87	0.91
	@	@	secretary	96	10	0.74	-	284.3	161	90	0.85
	section	NoC	%	106	10	0.77	-	978.0	247	90	0.87
	@	@	section	89	10	0.78	-	715.5	197	90	0.85
	@	@	sections	17	10	0.71	-	273.0	50	90	0.91
	security	NoC	%	50	10	0.79	-	1121.2	170	90	0.88
	@	@	securities	1	5	0.50	-	315.6	21	64	0.81
	@	@	security	49	10	0.79	-	868.9	149	90	0.88
	see	Verb	%	3162	10	0.92	+	7955.3	1776	90	0.95
	@	@	saw	205	10	0.88	-	149.6	267	90	0.91
	@	@	see	2507	10	0.92	+	13371.6	1033	90	0.93
	@	@	seeing	61	10	0.95	-	0.1	61	90	0.94
	@	@	seen	371	10	0.92	-	0.9	377	90	0.97
	@	@	sees	19	10	0.89	-	100.8	37	90	0.95
	seek	Verb	%	57	10	0.66	-	1131.8	182	90	0.94
	@	@	seek	23	8	0.66	-	261.1	58	90	0.94
	@	@	seeking	19	8	0.64	-	228.5	49	90	0.95
	@	@	seeks	5	8	0.66	-	92.0	16	84	0.90
	@	@	sought	9	9	0.69	-	634.4	58	90	0.92
	seem	Verb	%	392	10	0.90	-	1132.1	651	90	0.96
	@	@	seem	146	10	0.91	-	39.4	173	89	0.97
	@	@	seemed	60	10	0.91	-	2144.8	259	90	0.90
	@	@	seeming	0	4	0.59	-	64.8	5	82	0.86
	@	@	seems	186	10	0.87	-	38.3	215	90	0.96
	sell	Verb	%	234	10	0.90	+	21.7	211	90	0.94
	@	@	sell	117	10	0.88	+	219.5	72	90	0.94
	@	@	selling	47	10	0.82	+	3.3	43	90	0.94
	@	@	sells	6	10	0.80	-	13.7	10	86	0.89
	@	@	sold	63	10	0.86	-	65.2	87	90	0.94
	send	Verb	%	280	10	0.95	+	40.3	247	90	0.97
	@	@	send	137	10	0.96	+	386.4	74	90	0.96
	@	@	sending	27	10	0.89	+	0.0	26	90	0.95
	@	@	sends	7	10	0.87	+	0.1	6	88	0.93
	@	@	sent	110	10	0.94	-	65.2	140	90	0.97
	sense	NoC	%	163	10	0.75	-	238.0	236	90	0.95
	@	@	sense	159	10	0.75	-	168.4	219	90	0.95
	@	@	senses	4	8	0.60	-	144.7	17	89	0.90
	serve	Verb	%	59	10	0.87	-	941.4	170	90	0.95
	@	@	serve	24	10	0.86	-	231.8	57	90	0.95
	@	@	served	19	10	0.82	-	492.6	69	90	0.94
	@	@	serves	6	10	0.84	-	91.3	18	90	0.92
	@	@	serving	9	10	0.75	-	145.4	27	90	0.94
	service	NoC	%	343	10	0.78	-	1025.7	573	90	0.93
	@	@	service	204	10	0.81	-	395.4	312	90	0.94
	@	@	services	138	10	0.71	-	668.6	262	90	0.91
	set	Verb	%	211	10	0.84	-	1213.9	420	90	0.98
	@	@	set	174	10	0.84	-	1025.6	350	90	0.98
	@	@	sets	11	10	0.77	-	76.8	23	90	0.94
	@	@	setting	25	10	0.79	-	114.3	47	90	0.97
	seven	Num	%	567	10	0.94	+	6769.8	131	90	0.95
	@	@	seven	565	10	0.94	+	6896.1	128	90	0.95
	@	@	sevens	2	7	0.68	-	3.7	3	34	0.64
	seventy	Num	%	218	10	0.84	+	5331.0	18	89	0.90
	@	@	seventies	14	10	0.81	+	20.9	9	85	0.90
	@	@	seventy	204	10	0.84	+	6319.9	9	86	0.84
	several	DetP	:	64	10	0.82	-	2057.7	260	90	0.97
	shall	VMod	%	279	10	0.86	+	258.1	199	90	0.91
	@	@	sha~	15	10	0.66	+	137.3	4	47	0.82
	@	@	shall	264	10	0.87	+	201.0	195	90	0.90
	share	NoC	%	48	10	0.76	-	1235.8	174	90	0.86
	@	@	share	28	10	0.72	-	527.4	88	90	0.87
	@	@	shares	19	10	0.75	-	723.0	86	89	0.84
	she	Pron	%	4937	10	0.74	+	5.7	4882	90	0.85
	@	@	'er	1	1	0.00	-	5.8	2	17	0.63
	@	@	her	800	10	0.75	-	942.2	1118	90	0.84
	@	@	she	4136	10	0.74	+	332.9	3762	90	0.85
	shop	NoC	%	253	10	0.86	+	622.6	143	90	0.94
	@	@	shop	188	10	0.85	+	687.6	92	90	0.93
	@	@	shops	65	10	0.90	+	33.5	51	90	0.94
	short	Adj	%	141	10	0.93	-	207.0	204	90	0.98
	@	@	short	127	10	0.93	-	179.3	182	90	0.98
	@	@	shorter	12	10	0.80	-	27.4	19	90	0.94
	@	@	shortest	3	10	0.83	-	1.6	3	79	0.91
	should	VMod	:	1173	10	0.95	+	38.1	1105	90	0.97
	show	Verb	%	337	10	0.92	-	1538.6	629	90	0.95
	@	@	show	169	10	0.94	-	7.3	181	90	0.97
	@	@	showed	36	10	0.95	-	706.8	115	90	0.94
	@	@	showing	52	10	0.71	-	23.8	64	90	0.96
	@	@	shown	40	10	0.79	-	1283.5	163	90	0.91
	@	@	shows	40	10	0.89	-	504.9	105	90	0.93
	side	NoC	%	418	10	0.96	+	11.8	396	90	0.96
	@	@	side	374	10	0.96	+	51.4	330	90	0.96
	@	@	sides	44	10	0.86	-	72.6	65	90	0.96
	similar	Adj	:	69	10	0.83	-	1059.1	198	90	0.94
	simple	Adj	%	90	10	0.82	-	410.0	167	90	0.95
	@	@	simple	81	10	0.82	-	335.0	147	90	0.95
	@	@	simpler	5	8	0.75	-	26.6	10	88	0.93
	@	@	simplest	4	10	0.72	-	56.3	11	87	0.91
	simply	Adv	:	98	10	0.73	-	488.7	187	90	0.97
	since	Conj	:	112	10	0.95	-	1681.3	316	90	0.97
	since	Prep	:	72	10	0.90	-	922.6	190	90	0.93
	single	Adj	:	94	10	0.85	-	538.6	187	90	0.95
	sir	NoC	%	143	10	0.70	-	141.8	195	90	0.91
	@	@	sir	143	10	0.70	-	138.2	194	90	0.91
	@	@	sirs	0	1	0.00	-	9.9	1	22	0.66
	sit	Verb	%	418	10	0.84#	+	484.4&&	287#	90	0.89#
	@	@	sat	76	10	0.79	-	215.0	126	90	0.85
	@	@	sit	209	10	0.82	+	1518.8	72	90	0.92
	@	@	sits	16	10	0.86	+	11.9	12	90	0.92
	@	@	sitting	117	10	0.88	+	163.4	77	90	0.90
	situation	NoC	%	198	10	0.76	-	0.0	199	90	0.95
	@	@	situation	176	10	0.76	+	18.2	158	90	0.96
	@	@	situations	22	10	0.75	-	100.6	41	90	0.91
	six	Num	%	868	10	0.95	+	8520.8	240	90	0.95
	@	@	six	863	10	0.95	+	8443.7	239	90	0.95
	@	@	sixes	6	9	0.67	+	82.8	1	35	0.78
	sixty	Num	%	308	10	0.85	+	7216.8	28	88	0.92
	@	@	sixties	15	10	0.81	+	0.9	13	87	0.91
	@	@	sixty	294	10	0.85	+	8781.8	15	87	0.87
	small	Adj	%	264	10	0.92	-	1730.3	548	90	0.97
	@	@	small	216	10	0.91	-	1525.0	460	90	0.97
	@	@	smaller	42	10	0.93	-	175.4	77	90	0.95
	@	@	smallest	5	9	0.80	-	38.1	11	90	0.95
	so	Adv	:	5067	10	0.95	+	44484.3	1526	90	0.96
	so	Conj	:	400	10	0.96	+	793.9	241	90	0.94
	so that	Conj	:	231	10	0.85	+	64.7	193	90	0.96
